Date,Region,Energy_Consumption_MWh,Renewable_Energy_Production_MWh,CO2_Emissions_tonnes,Air_Quality_Index,Temperature_C,Wind_Speed_mps,Solar_Radiation_Wm2,Population
2049-03-22,Region_A,486.51,236.58,121.59,183,19.5,14.1,596.21,52910
2029-07-25,Region_B,440.15,165.55,169.91,329,16.6,12.08,40.03,195492
2026-03-29,Region_B,428.37,57.88,187.97,172,3.3,4.17,694.63,942737
2038-05-30,Region_B,485.14,156.16,65.46,98,36.4,3.4,630.63,10758
2038-11-13,Region_B,331.54,38.96,90.67,148,27.5,14.4,860.0,393286
2034-09-12,Region_A,377.52,248.43,161.52,288,-0.3,4.29,601.35,686385
2030-01-28,Region_C,476.04,126.85,72.98,95,10.2,2.33,277.61,834786
2025-04-13,Region_A,339.26,102.01,167.55,491,32.2,9.15,234.29,789188
2033-04-22,Region_C,340.9,266.73,194.9,196,29.1,8.85,585.18,52464
2048-10-15,Region_C,309.67,69.99,134.27,230,-9.1,11.84,573.01,240498
2028-06-07,Region_D,302.14,119.04,191.34,127,-4.6,4.08,412.52,73062
2039-04-17,Region_D,148.08,86.53,104.11,91,-3.7,4.63,844.02,873356
2043-01-22,Region_B,422.46,219.84,124.61,41,32.4,13.18,815.97,967948
2023-12-10,Region_D,75.63,196.51,48.92,411,-7.8,9.72,673.21,303064
2024-06-16,Region_C,472.28,153.15,125.97,110,-2.8,12.36,750.97,510508
2026-07-30,Region_D,304.91,209.35,81.03,14,39.9,4.65,583.41,426120
2023-02-10,Region_C,140.0,205.24,181.66,379,24.4,8.19,706.37,867582
2044-02-04,Region_C,129.02,281.65,183.97,454,16.6,12.18,85.94,875956
2025-10-07,Region_B,362.79,284.39,104.61,33,14.8,4.28,93.62,795580
2027-01-09,Region_D,111.7,102.27,84.38,106,14.0,10.34,991.07,507977
2030-05-20,Region_A,69.35,114.74,25.64,228,-5.1,3.19,886.12,267678
2048-02-22,Region_B,191.02,146.31,163.85,29,11.5,9.12,505.54,292708
2041-04-10,Region_A,237.13,282.81,139.28,184,25.8,12.24,386.81,373604
2038-10-22,Region_A,169.87,234.83,148.15,22,5.8,9.72,916.71,720429
2027-10-06,Region_A,186.62,206.69,31.5,189,8.8,10.5,390.82,118280
2033-08-15,Region_C,427.36,285.59,78.56,463,0.6,13.95,842.08,309349
2038-07-03,Region_D,267.81,193.21,105.2,429,-8.0,6.01,903.36,351146
2048-10-19,Region_A,347.23,146.94,80.61,57,2.8,0.88,477.2,898679
2047-08-04,Region_D,245.85,213.43,39.74,265,-8.4,11.79,356.2,629837
2040-10-28,Region_A,352.65,157.08,45.21,59,10.1,7.4,381.57,672512
2049-02-02,Region_D,455.76,159.37,138.99,51,7.5,3.76,673.58,473307
2042-07-19,Region_B,145.87,299.44,77.14,28,-8.1,5.03,432.01,11578
2024-04-19,Region_D,420.0,126.48,170.35,282,10.1,10.88,492.07,791439
2046-10-09,Region_A,334.38,201.47,38.97,45,22.5,11.79,931.13,139116
2049-04-23,Region_B,391.65,179.92,22.8,41,-9.7,3.29,934.94,536499
2040-09-17,Region_A,207.12,125.46,191.03,497,-2.5,9.62,810.84,998828
2037-06-14,Region_C,57.41,271.96,24.53,371,36.7,6.69,712.72,586943
2032-08-16,Region_C,467.67,50.92,135.95,356,-3.6,14.88,102.34,173397
2037-05-11,Region_D,278.97,92.13,199.28,209,-9.2,13.1,958.0,213461
2032-06-23,Region_D,297.21,125.62,175.5,327,13.9,9.76,944.39,992464
2046-01-29,Region_D,222.6,82.03,97.88,210,13.3,3.41,486.52,561473
2028-03-24,Region_D,412.67,198.76,178.43,365,7.3,2.11,820.2,361570
2042-09-14,Region_C,241.95,21.99,162.82,247,6.8,14.69,508.89,539389
2038-06-29,Region_A,184.84,186.87,46.39,378,31.5,0.26,386.06,120836
2037-11-05,Region_D,435.06,146.34,174.98,75,30.4,2.02,102.49,417972
2038-12-10,Region_A,235.16,43.03,27.5,59,37.5,12.85,577.06,360167
2026-01-08,Region_D,412.66,96.15,57.15,74,5.7,5.42,862.31,469911
2047-10-08,Region_D,52.31,121.32,82.91,467,-7.4,2.45,543.79,985375
2031-07-09,Region_B,221.15,142.61,150.0,441,27.4,6.0,862.26,716689
2044-09-04,Region_A,293.17,215.64,192.79,182,2.8,9.43,193.63,257660
2024-11-03,Region_A,224.84,106.7,189.41,454,-8.6,12.48,952.6,745825
2047-03-30,Region_A,255.88,100.97,143.17,327,12.3,1.78,502.53,116809
2044-04-09,Region_C,258.12,175.92,71.79,205,-8.7,0.63,720.4,375621
2047-12-06,Region_C,431.55,58.28,139.53,383,8.3,3.75,691.33,440925
2029-08-11,Region_C,363.05,105.49,30.66,254,1.6,13.25,393.22,844655
2037-01-11,Region_D,345.97,250.42,113.59,151,27.6,5.43,641.34,185912
2040-07-28,Region_D,418.34,212.55,106.2,265,3.9,12.96,425.53,523265
2042-01-10,Region_D,172.69,81.56,99.35,220,8.4,1.93,37.24,59093
2032-09-04,Region_A,180.19,85.27,191.56,293,5.6,2.24,639.54,579735
2033-03-17,Region_B,240.23,284.13,81.11,90,21.7,11.41,328.35,368839
2025-09-26,Region_C,117.89,255.65,84.66,475,8.4,12.26,188.21,380990
2033-02-10,Region_D,429.22,52.42,24.48,6,37.5,7.36,134.39,950703
2038-11-22,Region_A,288.36,247.45,116.98,101,22.0,13.39,984.22,962427
2038-05-23,Region_C,404.57,109.49,41.45,363,-7.5,7.13,255.18,444251
2040-02-20,Region_C,297.33,217.82,190.15,120,32.2,9.44,875.37,899783
2038-09-10,Region_A,81.37,234.37,41.95,93,-6.0,14.03,134.66,570046
2036-12-02,Region_A,224.17,241.4,109.14,115,-1.8,1.3,854.45,350622
2036-07-31,Region_D,335.06,168.67,70.33,441,2.6,0.53,847.88,177728
2045-04-26,Region_D,290.57,176.99,47.77,43,34.2,8.79,771.64,999713
2031-11-29,Region_B,62.5,24.16,149.28,173,27.8,8.1,803.33,656196
2044-02-01,Region_C,316.11,281.84,36.9,0,10.5,0.92,662.69,441256
2033-01-05,Region_C,286.33,101.58,137.27,46,23.7,0.91,918.32,412202
2037-07-15,Region_B,395.75,205.43,47.94,393,-2.3,1.97,734.77,565793
2048-11-17,Region_B,207.69,298.91,37.39,125,37.5,10.9,511.17,503834
2044-06-30,Region_B,240.06,186.27,86.51,177,12.0,0.01,724.06,138584
2046-09-05,Region_D,427.94,23.85,144.08,423,9.0,12.03,324.18,452549
2046-06-05,Region_C,417.59,167.86,64.67,58,-9.8,4.47,737.57,983216
2039-12-27,Region_D,418.65,34.28,46.61,56,1.1,1.85,8.72,204112
2039-12-27,Region_A,50.89,229.97,118.86,104,22.2,14.8,988.44,627670
2043-09-28,Region_B,203.37,98.16,20.92,399,29.1,4.31,915.7,11816
2026-11-29,Region_D,409.33,123.1,133.14,127,38.1,6.79,963.45,783240
2042-12-24,Region_A,418.45,252.36,97.14,404,-6.1,14.09,920.82,794609
2046-07-06,Region_B,189.48,148.65,50.27,307,17.8,5.05,859.37,464622
2035-08-31,Region_A,257.47,111.31,39.38,29,18.7,12.82,215.31,267997
2040-06-06,Region_B,127.55,219.2,101.98,443,-1.0,13.45,145.38,729946
2027-11-03,Region_B,246.73,241.31,176.63,194,34.4,4.12,848.01,686031
2029-03-25,Region_C,179.38,91.34,92.19,362,-6.9,6.38,879.5,921250
2048-12-28,Region_C,469.23,266.05,53.63,113,5.3,7.1,59.94,136449
2030-01-20,Region_A,99.64,104.61,127.03,189,38.4,2.85,673.5,842058
2049-05-17,Region_B,434.52,260.84,196.44,289,27.0,9.0,50.89,808733
2047-04-05,Region_A,228.84,44.6,134.74,183,9.5,11.93,437.56,571093
2030-03-08,Region_A,238.12,168.63,78.33,56,4.0,10.66,927.15,129671
2031-03-08,Region_A,188.7,106.48,194.84,362,33.1,10.32,20.58,780962
2025-12-10,Region_B,248.3,191.57,113.13,300,12.9,7.45,995.84,430148
2039-02-05,Region_A,356.89,207.71,88.41,282,-1.4,11.52,323.18,643594
2035-03-28,Region_A,333.33,22.51,81.54,372,10.4,6.78,496.83,516405
2039-02-03,Region_D,203.4,282.76,185.2,277,37.2,1.73,209.68,566927
2042-05-17,Region_B,188.37,31.11,101.04,36,-9.3,11.08,908.9,606043
2038-05-02,Region_D,195.82,48.44,70.31,122,18.5,13.07,857.72,357428
2043-04-30,Region_C,151.62,214.47,85.78,281,27.1,5.81,605.67,636699
2029-08-07,Region_A,114.37,270.75,70.03,162,7.9,0.35,25.63,914316
2032-11-17,Region_C,76.28,277.55,163.34,381,4.9,1.46,742.72,787219
2028-01-05,Region_C,325.58,63.59,88.67,432,38.2,14.96,109.17,392818
2033-03-22,Region_D,489.73,68.68,62.9,456,-7.7,1.61,737.0,856612
2025-04-11,Region_C,476.55,140.97,127.84,489,20.9,12.87,375.45,196845
2024-02-04,Region_D,207.73,226.02,154.92,44,29.1,3.17,132.68,998092
2045-11-29,Region_C,270.03,156.75,133.7,394,-8.5,13.46,119.46,325142
2042-10-10,Region_B,442.52,200.5,134.25,200,36.0,7.24,110.59,941869
2045-06-29,Region_D,149.97,34.01,80.21,477,23.0,9.37,374.29,485649
2045-08-04,Region_A,129.71,288.1,85.13,478,30.1,5.29,208.47,861526
2035-03-29,Region_D,235.68,185.4,56.48,424,36.8,11.18,53.33,300112
2041-09-27,Region_C,159.89,265.71,89.19,249,12.0,5.81,214.35,785268
2026-11-14,Region_A,422.77,123.64,138.16,297,39.1,11.34,239.41,367815
2035-06-02,Region_A,194.73,47.01,172.88,414,21.9,6.32,347.44,150754
2040-11-07,Region_C,89.71,27.83,73.58,265,-2.1,12.68,531.73,754903
2036-01-23,Region_C,233.68,265.03,88.59,116,7.7,6.24,501.39,779001
2041-03-07,Region_D,369.29,235.04,92.08,71,-8.6,3.36,14.22,921234
2045-07-24,Region_A,245.26,170.55,112.32,290,-2.0,2.08,85.13,845571
2037-04-14,Region_D,217.97,201.56,145.23,138,4.2,11.15,275.24,628854
2036-10-15,Region_B,270.61,65.22,85.26,438,20.3,7.02,146.54,458393
2035-11-15,Region_B,344.51,161.18,153.71,98,25.5,7.61,855.97,192372
2027-06-23,Region_C,253.08,283.96,28.42,219,1.4,1.28,516.63,112030
2034-06-01,Region_D,257.89,293.02,103.13,212,0.3,11.3,722.1,569041
2023-05-13,Region_D,247.63,141.86,33.57,133,31.0,0.51,379.56,730882
2040-08-02,Region_D,204.01,127.04,156.38,403,3.3,3.53,366.04,392222
2038-09-22,Region_B,438.48,198.49,73.8,408,37.2,5.43,413.7,841770
2047-07-20,Region_B,166.62,87.26,55.11,108,22.1,3.17,940.22,334405
2035-09-22,Region_B,458.53,26.87,51.22,136,28.4,5.33,145.9,93768
2037-09-08,Region_A,216.36,11.36,195.91,59,33.5,5.29,646.97,153294
2031-07-06,Region_C,498.67,22.54,31.08,306,32.4,1.09,242.89,843614
2026-11-22,Region_D,270.99,212.79,150.79,393,34.8,7.33,214.83,442863
2030-04-12,Region_D,175.29,112.1,114.57,60,21.0,5.15,169.4,241088
2038-09-19,Region_D,96.63,148.03,173.63,316,6.6,5.45,820.04,608807
2026-01-09,Region_B,418.29,255.75,168.45,182,19.6,13.39,687.29,438439
2034-05-01,Region_A,99.1,100.66,24.05,372,-5.6,6.95,765.23,761548
2025-08-15,Region_A,339.16,201.23,49.01,469,18.9,8.68,639.03,540448
2035-07-27,Region_C,55.13,250.03,142.79,307,5.9,8.56,713.07,569122
2043-04-20,Region_D,206.69,222.39,188.6,492,-5.4,4.2,898.56,588526
2040-12-22,Region_C,334.93,188.21,143.72,381,17.4,4.53,292.69,555350
2036-02-17,Region_C,208.06,243.4,120.9,330,15.8,3.63,388.04,772505
2043-01-21,Region_D,446.48,16.54,153.26,229,1.3,8.05,881.14,464267
2046-03-14,Region_B,323.81,52.51,176.74,410,7.1,0.2,336.99,955021
2041-07-14,Region_B,225.42,119.01,190.35,370,0.9,10.52,927.3,985764
2047-07-05,Region_C,209.27,124.22,143.0,441,2.4,14.85,526.1,110012
2040-06-09,Region_C,485.24,11.79,197.39,110,18.6,11.16,995.78,725976
2046-04-22,Region_A,401.36,160.57,73.2,111,-4.1,6.21,692.28,275173
2035-01-15,Region_D,476.53,191.26,117.61,358,13.5,0.38,573.5,679186
2023-11-21,Region_C,126.89,273.46,70.01,86,13.3,8.46,632.13,999848
2044-06-08,Region_C,132.01,142.8,40.69,368,38.6,8.44,383.87,442858
2024-09-03,Region_D,294.43,203.79,69.63,222,22.2,9.72,791.32,433995
2039-01-15,Region_D,219.11,114.41,110.34,436,-1.4,12.98,791.18,915570
2046-09-10,Region_D,308.63,260.01,51.11,176,15.9,11.72,925.78,78127
2043-12-10,Region_A,466.19,204.22,168.37,51,26.1,9.09,469.87,330913
2033-01-06,Region_A,146.79,209.02,58.48,151,38.2,2.72,64.09,627286
2040-12-17,Region_A,325.66,50.53,77.22,314,30.2,3.17,233.8,481558
2033-08-10,Region_C,278.74,157.99,189.74,309,-3.4,2.23,111.77,633946
2045-01-07,Region_C,171.86,149.27,152.81,463,2.7,13.24,799.0,81606
2048-03-08,Region_A,246.27,191.03,163.24,19,-8.1,2.88,14.75,517124
2027-01-22,Region_A,165.71,93.38,98.5,190,30.6,12.11,19.0,816793
2044-08-28,Region_B,382.83,88.72,148.54,309,27.8,2.0,289.73,297537
2029-10-12,Region_C,408.25,125.94,154.88,70,4.1,9.88,797.86,824929
2046-10-16,Region_C,391.44,52.0,26.73,350,24.0,4.23,193.39,694201
2043-06-16,Region_A,278.95,34.76,47.81,109,35.0,6.96,227.97,344364
2031-05-13,Region_B,326.63,167.12,193.41,145,19.5,14.94,859.2,387409
2024-06-28,Region_B,114.84,230.82,162.18,222,34.8,9.12,683.11,374486
2039-03-04,Region_C,144.79,52.76,199.47,374,15.6,1.47,644.42,115376
2026-04-24,Region_C,489.59,157.9,136.03,400,25.7,10.84,269.47,284941
2025-01-27,Region_B,65.38,52.37,31.19,97,-7.8,3.66,676.02,793941
2039-10-21,Region_B,432.78,172.26,181.59,133,-4.7,5.15,957.94,902128
2029-07-10,Region_A,405.0,55.89,149.2,166,15.2,1.62,555.75,287465
2047-02-03,Region_C,247.2,296.58,160.81,244,-6.1,3.46,380.97,764698
2024-04-27,Region_B,126.12,113.81,52.3,456,31.8,10.43,324.95,85532
2029-06-29,Region_C,280.73,66.36,58.24,32,26.5,7.06,455.51,529325
2046-10-16,Region_C,233.75,26.66,68.75,95,17.9,11.0,873.21,555796
2037-09-28,Region_C,282.48,209.82,60.59,428,-0.2,12.34,524.36,957847
2033-12-01,Region_B,189.48,297.7,146.01,89,4.3,14.22,578.45,737998
2030-10-17,Region_A,233.06,272.74,70.25,200,25.0,1.3,864.91,592556
2045-11-22,Region_C,356.69,24.71,188.12,82,7.0,10.81,423.34,580041
2031-07-11,Region_A,272.96,70.28,89.83,83,17.5,3.74,403.71,233452
2035-06-03,Region_A,68.35,235.29,115.21,444,3.9,13.06,715.77,703962
2024-11-24,Region_B,80.01,84.92,84.09,334,7.2,13.35,21.62,809050
2037-09-19,Region_A,339.57,212.82,174.66,193,16.1,12.66,31.18,202919
2037-10-22,Region_B,83.91,147.93,172.1,440,5.9,12.64,666.52,853820
2030-02-17,Region_C,230.01,246.72,155.35,434,39.7,5.94,150.55,187508
2042-10-21,Region_C,401.03,294.61,110.62,325,23.9,12.9,996.99,741333
2026-07-25,Region_D,489.12,61.4,68.84,327,16.8,8.4,270.32,460325
2028-12-30,Region_A,458.28,214.84,45.87,10,21.7,9.14,103.14,124281
2044-11-04,Region_B,363.26,270.49,96.21,57,18.3,13.49,375.97,522768
2023-05-21,Region_D,249.09,277.14,53.06,272,13.0,3.94,866.38,378377
2023-08-27,Region_D,402.23,70.0,139.04,309,10.0,1.28,143.5,160727
2028-10-17,Region_A,62.87,276.98,138.86,164,38.5,4.06,940.32,265765
2029-02-27,Region_A,486.43,184.34,162.1,313,29.5,0.64,377.83,522517
2042-09-04,Region_A,188.55,249.86,85.0,357,6.9,9.28,183.97,604743
2044-02-21,Region_A,110.29,188.35,153.16,470,35.7,8.17,308.66,280908
2029-08-10,Region_C,111.39,280.84,99.05,30,24.5,0.06,208.19,858349
2026-02-18,Region_B,98.35,110.14,23.13,81,27.2,7.71,738.53,769472
2049-07-09,Region_C,310.85,240.82,66.47,133,13.2,4.45,91.51,58423
2043-03-08,Region_A,313.4,191.44,187.7,77,11.8,14.16,534.04,975899
2046-07-17,Region_D,258.58,125.16,97.56,414,4.3,0.9,5.02,30532
2038-04-28,Region_C,74.88,200.66,139.42,304,39.0,5.74,302.14,449932
2040-11-23,Region_A,434.98,208.08,119.74,282,32.9,0.06,356.75,583604
2027-05-04,Region_D,468.02,212.69,72.98,422,32.4,5.49,593.5,287984
2039-09-06,Region_D,107.8,171.99,131.36,483,23.9,1.13,616.48,678308
2041-04-08,Region_D,129.74,275.26,41.75,147,2.8,14.95,318.21,357828
2036-07-22,Region_D,82.52,268.23,155.42,24,2.1,9.45,997.94,588903
2033-03-31,Region_A,263.32,105.04,28.36,287,28.9,4.86,803.6,139889
2044-12-31,Region_B,280.41,24.37,110.74,441,18.9,2.64,149.22,120439
2023-11-24,Region_A,213.91,283.07,132.04,227,17.2,7.47,896.61,677723
2024-08-09,Region_A,485.51,133.15,198.76,276,17.2,0.33,213.25,596498
2025-01-10,Region_D,138.74,107.52,148.06,94,9.4,0.38,846.32,51125
2045-11-07,Region_C,491.62,297.04,136.76,473,25.8,11.59,121.55,233496
2047-03-05,Region_D,443.35,81.74,152.1,84,19.2,4.0,322.83,243926
2039-01-06,Region_A,251.63,75.9,30.56,213,0.6,10.76,819.41,654137
2031-05-13,Region_A,486.77,193.89,43.44,83,8.4,10.34,394.96,544632
2034-02-28,Region_C,485.78,292.67,178.01,461,25.0,7.65,967.35,243719
2049-01-09,Region_B,121.77,129.14,28.7,79,-2.1,13.26,987.25,29597
2040-04-20,Region_D,435.6,90.6,75.35,200,1.5,11.95,847.73,889327
2048-04-20,Region_A,127.16,188.31,122.96,322,21.0,0.82,323.98,588985
2040-12-14,Region_A,318.6,129.36,97.8,160,-9.0,12.35,87.8,434297
2041-10-12,Region_C,288.15,58.42,130.61,347,-4.0,9.91,771.67,296593
2027-04-30,Region_D,152.82,86.83,170.48,318,18.9,2.61,473.48,538761
2045-04-16,Region_A,393.74,225.91,164.61,261,4.4,5.17,839.89,19317
2029-06-11,Region_A,371.49,39.33,169.82,265,-0.1,4.46,650.41,250799
2039-08-08,Region_B,239.25,156.59,159.16,488,26.7,10.14,144.99,636171
2032-12-18,Region_C,324.91,162.12,117.76,286,14.4,0.76,189.52,216517
2044-07-19,Region_C,199.8,18.09,173.59,473,27.9,2.55,268.9,439484
2026-09-20,Region_C,415.9,99.92,136.52,415,26.0,7.98,526.31,803154
2031-01-25,Region_A,345.79,208.14,189.66,56,15.6,12.43,473.24,221208
2044-08-17,Region_D,289.05,86.12,92.26,373,16.6,3.04,646.25,25190
2031-04-29,Region_D,277.69,263.83,150.26,332,37.8,14.32,272.28,745700
2027-04-14,Region_C,350.53,71.6,147.91,473,31.8,0.09,700.68,65175
2032-09-18,Region_C,477.17,194.33,44.22,404,28.5,1.31,738.28,760205
2039-08-13,Region_B,430.74,273.82,167.27,46,-6.4,7.39,373.86,947492
2027-05-13,Region_B,53.9,125.57,120.74,421,28.3,12.78,652.4,918288
2041-12-26,Region_C,180.67,52.59,75.73,191,-3.7,0.89,672.33,577684
2026-01-18,Region_C,100.61,116.99,163.84,164,3.9,0.34,727.82,923809
2035-12-14,Region_A,126.82,75.85,188.91,469,15.6,5.97,655.26,86787
2046-04-13,Region_A,307.71,172.49,169.86,145,9.1,2.72,826.47,344275
2045-04-14,Region_D,123.66,114.6,71.54,74,20.7,11.4,83.54,784601
2028-11-09,Region_D,250.08,229.25,138.78,9,-0.5,10.35,326.54,270319
2033-08-17,Region_A,273.52,244.29,123.87,52,11.5,11.38,508.64,275097
2029-12-28,Region_A,265.59,104.45,43.99,423,-5.2,6.15,987.69,697750
2024-12-07,Region_B,471.44,212.89,149.06,442,22.1,2.28,725.19,564169
2046-08-04,Region_C,451.73,52.97,47.88,184,35.8,6.82,360.29,388226
2038-06-08,Region_D,324.54,20.53,107.62,338,13.4,8.35,413.16,489773
2023-01-18,Region_D,421.57,106.71,153.89,120,9.9,14.06,421.82,837293
2030-04-27,Region_D,115.33,215.15,197.38,81,39.9,2.99,368.94,128106
2025-12-11,Region_B,68.28,68.45,61.29,329,29.7,0.82,199.55,870284
2025-01-11,Region_A,349.54,259.72,143.52,432,31.0,5.31,598.57,659432
2039-09-30,Region_A,463.06,269.93,96.45,172,21.5,3.8,11.58,724105
2037-12-18,Region_C,358.55,283.53,197.4,433,14.3,11.67,284.14,995259
2044-04-08,Region_C,495.14,250.8,48.1,330,23.5,14.74,679.48,477004
2031-08-05,Region_B,476.75,57.99,183.88,66,20.9,2.67,115.55,807195
2033-09-26,Region_A,99.3,239.21,69.54,382,35.8,4.53,824.86,401405
2042-11-15,Region_B,183.4,54.26,142.94,244,-3.6,7.16,350.47,163825
2037-08-31,Region_B,166.05,23.09,178.06,150,-3.1,5.91,342.48,636405
2037-01-02,Region_B,76.74,25.5,175.28,343,20.3,0.4,207.37,733559
2028-07-29,Region_B,430.37,77.66,77.07,283,16.9,7.18,344.89,508375
2046-06-24,Region_B,320.84,219.07,115.72,37,-0.7,10.46,502.69,255141
2029-08-17,Region_B,286.03,103.36,56.9,172,33.7,6.76,256.38,521401
2049-06-20,Region_B,220.72,208.72,135.33,167,13.5,5.79,838.47,248940
2045-05-07,Region_A,62.51,89.07,120.77,88,12.1,12.8,158.49,910271
2023-10-27,Region_B,183.29,126.55,199.57,298,11.2,8.55,815.22,983075
2030-01-11,Region_D,129.78,59.55,62.21,245,19.4,9.7,277.47,318244
2041-03-02,Region_A,209.5,233.5,28.78,63,10.6,0.13,323.52,701921
2031-06-04,Region_A,217.28,277.65,44.51,339,27.0,9.93,557.3,987968
2033-11-20,Region_B,262.28,239.12,124.27,214,37.5,13.42,387.01,829775
2026-07-19,Region_B,446.32,153.33,30.38,359,36.6,4.06,889.44,439233
2028-08-20,Region_C,219.11,112.97,29.2,105,1.7,0.22,646.61,579815
2028-03-10,Region_D,484.96,290.33,65.89,180,24.8,0.49,686.28,193847
2030-03-20,Region_D,97.78,77.37,104.85,495,16.9,14.66,770.52,914569
2027-06-08,Region_D,141.58,105.07,53.15,234,13.1,6.46,161.67,916337
2032-10-04,Region_B,65.26,85.06,124.98,134,26.1,0.92,764.36,919944
2032-03-28,Region_B,376.4,96.14,63.36,258,-8.5,2.7,513.0,399413
2030-03-05,Region_B,334.14,132.17,78.04,284,2.9,6.93,492.47,766864
2045-01-16,Region_D,217.92,176.63,81.0,58,14.9,3.04,340.3,592337
2029-02-14,Region_D,191.53,233.16,93.03,325,-1.9,4.98,10.62,503482
2036-03-03,Region_B,119.78,272.67,196.96,206,37.5,8.03,415.21,839874
2033-11-29,Region_D,274.59,294.96,71.32,71,34.5,11.57,604.09,209460
2035-06-19,Region_B,121.94,28.36,29.65,19,8.6,13.46,169.89,373688
2024-10-10,Region_D,109.21,268.55,142.58,484,-0.6,0.12,75.99,83010
2031-04-22,Region_D,344.44,252.99,194.89,377,32.2,9.88,779.97,308896
2031-01-10,Region_A,254.17,26.11,102.51,59,-4.5,13.76,498.94,976884
2042-11-30,Region_B,459.86,147.71,149.02,260,36.8,3.36,398.03,865361
2028-05-18,Region_D,173.62,276.99,162.14,439,10.7,7.64,587.6,11161
2025-03-06,Region_C,472.17,51.46,193.4,23,32.0,13.33,915.19,656208
2023-10-07,Region_C,158.13,291.88,33.22,203,21.7,1.87,875.28,148994
2038-03-11,Region_D,368.41,70.75,35.29,194,34.9,7.52,889.63,264137
2031-01-29,Region_D,412.02,20.08,32.19,9,4.0,13.69,824.02,551115
2028-11-20,Region_A,89.93,195.93,199.44,404,35.2,8.28,739.33,722799
2040-10-02,Region_B,67.43,299.06,129.07,193,-7.0,6.6,687.71,166424
2037-01-20,Region_C,346.12,38.49,124.94,297,25.6,4.2,8.99,548144
2030-02-11,Region_A,174.36,153.62,64.12,376,37.8,1.54,354.79,742905
2041-09-03,Region_B,187.15,108.1,172.97,57,33.7,11.13,870.82,135141
2042-03-13,Region_C,139.83,121.53,92.6,66,-6.9,1.23,270.06,93167
2030-11-20,Region_D,183.19,166.65,78.46,110,-6.2,6.42,593.21,764778
2023-12-21,Region_D,351.11,35.65,107.6,395,27.2,0.15,172.63,968523
2047-11-29,Region_B,210.0,77.14,86.87,294,27.9,12.46,550.37,23151
2023-07-07,Region_B,428.25,166.55,67.44,412,29.3,0.66,382.15,741565
2029-02-22,Region_B,432.6,172.03,47.79,283,35.3,7.56,869.86,42498
2026-04-09,Region_C,381.17,52.67,153.36,88,-2.3,0.88,96.22,305422
2036-06-21,Region_A,317.49,115.51,99.79,283,37.9,0.24,550.48,953066
2034-04-02,Region_A,314.47,77.26,80.85,426,33.4,2.45,614.37,662565
2046-03-08,Region_D,166.48,281.32,181.03,398,-7.9,10.58,400.94,282496
2024-09-29,Region_D,297.23,189.96,126.84,114,26.4,11.4,979.61,320441
2031-06-21,Region_B,79.0,58.87,32.99,248,-4.0,3.09,951.58,456628
2038-10-05,Region_B,354.86,200.09,147.57,147,22.2,12.58,972.85,455690
2045-04-14,Region_C,254.01,81.73,138.05,426,33.6,6.82,950.57,581593
2029-06-25,Region_D,351.39,167.49,29.43,449,2.3,13.88,815.22,113386
2038-03-24,Region_D,292.04,229.81,146.49,4,1.4,4.56,316.77,881920
2032-02-24,Region_D,353.75,241.81,27.88,93,-8.1,0.64,351.83,785964
2042-05-27,Region_D,234.77,115.24,82.91,343,37.8,5.96,654.91,48008
2031-10-13,Region_C,93.78,25.99,177.12,331,26.8,11.41,242.65,823715
2035-03-07,Region_B,82.62,163.21,168.58,114,31.3,10.24,374.5,165135
2045-01-15,Region_C,410.83,60.67,135.45,259,23.9,1.08,131.47,290037
2037-12-10,Region_B,365.8,172.26,92.55,225,30.9,3.72,552.12,228415
2040-09-03,Region_D,463.44,181.93,123.83,327,38.7,7.42,567.01,819055
2047-08-29,Region_A,208.66,47.56,46.2,418,-4.3,8.98,452.73,263876
2032-02-23,Region_C,163.68,242.27,159.68,6,25.6,1.41,853.34,580046
2037-09-13,Region_C,263.67,33.45,120.85,94,-4.3,2.15,977.19,407971
2032-03-18,Region_D,289.66,266.89,93.25,46,-4.1,8.82,213.81,655072
2039-04-22,Region_A,67.23,115.54,20.71,179,-1.0,0.28,934.47,534759
2039-10-04,Region_A,109.87,110.64,42.31,0,36.4,5.77,405.36,677623
2036-03-07,Region_D,388.82,69.55,86.65,13,8.5,11.37,97.1,84342
2031-02-26,Region_C,123.67,123.59,22.7,261,-3.6,7.85,210.36,833729
2037-12-21,Region_D,261.33,214.73,140.16,326,6.0,13.69,712.51,424756
2033-03-19,Region_B,389.0,96.21,141.53,163,29.6,1.38,326.06,804310
2028-12-29,Region_A,150.68,244.41,78.32,205,-6.6,10.25,56.2,513435
2034-09-17,Region_D,392.36,145.94,119.67,366,15.8,10.06,239.57,265501
2035-07-17,Region_D,404.82,205.61,92.55,192,17.9,7.79,48.34,49796
2042-11-12,Region_B,378.74,220.55,42.32,41,3.4,9.4,389.07,144436
2030-12-19,Region_D,59.13,281.94,64.33,355,32.9,12.88,173.8,747327
2035-08-27,Region_D,195.45,247.61,78.79,208,26.1,10.64,544.14,759430
2028-04-27,Region_C,354.55,142.51,151.07,301,-6.9,9.13,895.6,285199
2031-04-27,Region_A,461.37,150.1,163.56,420,10.1,1.22,45.31,106984
2037-09-28,Region_D,436.44,12.11,187.25,44,-4.3,4.26,22.81,89926
2027-09-22,Region_D,359.83,14.72,133.96,369,-8.9,2.28,790.55,194772
